repository_path,route,category,naming_role,size_bytes,sha256,legacy_workspace_path,legacy_sha256,transformation
boltzgen/resources/data/SAbDab2_VHH骨架登记表_20260819/骨架筛选漏斗_20260819.tsv,boltzgen,curated_data,dated_artifact,354,b9c133e840a874eb5dd1b8eae8f8800f61e4836e6ddaf0d8cb86085c580e226f,data/boltzgen_data/sabdab2_vhh_scaffolds_v1/qc/screening_funnel.tsv,b9c133e840a874eb5dd1b8eae8f8800f61e4836e6ddaf0d8cb86085c580e226f,copied_preserving_bytes
boltzgen/resources/manifests/boltzgen_attempt_outcomes_20260826.csv,boltzgen,manifest,dated_artifact,362,7b92f22e572eb98c85c1624ecc9358713be4f536cf358041009338e90c45ca4d,,,repository_authored_or_generated_20260826
boltzgen/resources/manifests/boltzgen_resources_20260826.csv,boltzgen,manifest,dated_artifact,6199,aaf195366266a33934b8fa8a2d07fbdbb17bb00280d01687b997b25a88cc825f,,,repository_authored_or_generated_20260826
boltzgen/sessions/boltzgen_progress_20260826.md,boltzgen,documentation_or_configuration,dated_artifact,2547,323c8e402d9ddcddd578156231160a7e4527fe0db046d113f833525c305dbbf2,,,repository_authored_or_generated_20260826
boltzgen/tools/one_off/README.md,boltzgen,documentation_or_configuration,dated_one_off,566,bd14a07640faa4d1f98954b266d8b928ee542990aca62d24c08c3e220ffb4a8e,,,repository_authored_or_generated_20260826
boltzgen/tools/one_off/notebook_builders/构建MVP复盘笔记本_20260818.py,boltzgen,code_one_off,dated_one_off,40772,7e3e42ce7b58fa47e1a6cb087f3d8860551f7cde74572922841cfc1d495cc5ef,data/boltzgen_data/mvp_run_001/scripts/build_notebook.py,7e3e42ce7b58fa47e1a6cb087f3d8860551f7cde74572922841cfc1d495cc5ef,copied_preserving_bytes
boltzgen/tools/one_off/notebook_builders/构建VHH骨架审计笔记本_20260819.py,boltzgen,code_one_off,dated_one_off,7478,13b4cdbcb0d5e1f6ea2e9b6c7463d6368e7541ab59fe3d9eb4bb69ee626487f6,data/boltzgen_data/sabdab2_vhh_scaffolds_v1/scripts/build_audit_notebook.py,13b4cdbcb0d5e1f6ea2e9b6c7463d6368e7541ab59fe3d9eb4bb69ee626487f6,copied_preserving_bytes
boltzgen/tools/one_off/notebook_builders/构建旧12骨架Mac增强笔记本_20260820.py,boltzgen,code_one_off,dated_one_off,62249,17d67ad3dcc84f4f2096eccb9e5be73b47b5c5d0ca9dd5ce6005cf31730956a9,data/boltzgen_data/boltzgen_mac_enhanced_old12_glp1_20260820/scripts/build_notebook.py,aa652bdeceb3e2ea94b426e74988cd48a7d9550e48af2953aa6a6d2842419c63,copied_renamed_and_sanitized
boltzgen/tools/one_off/notebook_builders/构建旧12骨架第一轮笔记本_20260819.py,boltzgen,code_one_off,dated_one_off,68702,0c8a56fceb29d79fa5781568ffb8236d43426ef9f91a3ba1e702e578a3ca7002,data/boltzgen_data/boltzgen_round1_old12_glp1_20260819/scripts/build_notebook.py,0c8a56fceb29d79fa5781568ffb8236d43426ef9f91a3ba1e702e578a3ca7002,copied_preserving_bytes
boltzgen/tools/one_off/profiling/剖析BoltzGen检查点_20260818.py,boltzgen,code_one_off,dated_one_off,9743,ad0aae65e99d99a4af85eae86ec21881f3f402362e33b625462da06744ce0699,data/boltzgen_data/mvp_assets_v0.3.2/metadata/profile_checkpoints.py,ad0aae65e99d99a4af85eae86ec21881f3f402362e33b625462da06744ce0699,copied_preserving_bytes
boltzgen/tools/one_off/profiling/剖析MVP数据资产_20260818.py,boltzgen,code_one_off,dated_one_off,11923,c8ec814abb0f13800b647a15546e5bc2953e3548fe84d3a0198bd55b50226706,data/boltzgen_data/mvp_assets_v0.3.2/metadata/profile_assets.py,c8ec814abb0f13800b647a15546e5bc2953e3548fe84d3a0198bd55b50226706,copied_preserving_bytes
boltzgen/tools/one_off/release/封存旧12骨架Mac增强交付_20260820.py,boltzgen,code_one_off,dated_one_off,9843,a7b3e6fe475cf2aea860e13cea1a15a0676330a4b46fde22e5438efb4f37cb7b,data/boltzgen_data/boltzgen_mac_enhanced_old12_glp1_20260820/scripts/finalize_release.py,a7b3e6fe475cf2aea860e13cea1a15a0676330a4b46fde22e5438efb4f37cb7b,copied_preserving_bytes
boltzgen/tools/one_off/release/封存旧12骨架第一轮交付_20260819.py,boltzgen,code_one_off,dated_one_off,4917,a9a53b5f90e9480efc5b17d3ef78ba3a1f7744941910056110aee66108a0ddc9,data/boltzgen_data/boltzgen_round1_old12_glp1_20260819/scripts/finalize_release.py,a9a53b5f90e9480efc5b17d3ef78ba3a1f7744941910056110aee66108a0ddc9,copied_preserving_bytes
boltzgen/tools/one_off/report_builders/构建BoltzGen数据流原理报告_20260819.py,boltzgen,code_one_off,dated_one_off,93118,de3f4750999a3d0058262a515117dd7f2c6d85e6cc526b9ea48c6a79af2409df,data/boltzgen_data/boltzgen_vhh_glp1_explainer/build_report.py,1879e92677724eb69a2f2bb10a6335e449790194da68818abb6ebc0c64376ad1,copied_renamed_and_sanitized
boltzgen/tools/one_off/report_builders/构建MVP数据资产报告_20260818.py,boltzgen,code_one_off,dated_one_off,52860,b97938acd11f1768eb915d2f0c895cc78554b06b8a217caf488142ea2a8a7aff,data/boltzgen_data/mvp_assets_v0.3.2/metadata/build_report_artifact.py,b97938acd11f1768eb915d2f0c895cc78554b06b8a217caf488142ea2a8a7aff,copied_preserving_bytes
boltzgen/tools/one_off/report_builders/构建MVP运行报告_20260818.py,boltzgen,code_one_off,dated_one_off,44556,f5153cb26d7520d510f230f9bd7fa3adda45f319d06da056ecf3b852fbc2d986,data/boltzgen_data/mvp_run_001/scripts/build_report_artifact.py,f5153cb26d7520d510f230f9bd7fa3adda45f319d06da056ecf3b852fbc2d986,copied_preserving_bytes
boltzgen/tools/one_off/report_builders/构建VHH骨架统计报告_20260819.py,boltzgen,code_one_off,dated_one_off,28597,6400fd81105d27d8e4b6b8863c3998b0a5acc8d906c97626626364ee61219211,data/boltzgen_data/sabdab2_vhh_scaffolds_v1/scripts/build_report_artifact.py,6400fd81105d27d8e4b6b8863c3998b0a5acc8d906c97626626364ee61219211,copied_preserving_bytes
boltzgen/tools/one_off/report_builders/构建旧12骨架Mac增强报告_20260820.py,boltzgen,code_one_off,dated_one_off,101630,ba121f73ad069e8a0979cd595e530e8dcc7805646f487bba2a0df952d7041c68,data/boltzgen_data/boltzgen_mac_enhanced_old12_glp1_20260820/scripts/build_report_artifact.py,ba121f73ad069e8a0979cd595e530e8dcc7805646f487bba2a0df952d7041c68,copied_preserving_bytes
boltzgen/tools/one_off/report_builders/构建旧12骨架第一轮报告_20260819.py,boltzgen,code_one_off,dated_one_off,93871,1b503e485bca6329c5b6f93fa159c64eb30d716b44e985e69f9ab48285c68856,data/boltzgen_data/boltzgen_round1_old12_glp1_20260819/scripts/build_report_artifact.py,1b503e485bca6329c5b6f93fa159c64eb30d716b44e985e69f9ab48285c68856,copied_preserving_bytes
shared/README.md,shared,documentation_or_configuration,stable_repository_file,684,71d29d3b2ba6b7551aae3fb922db57662d31899de8658ba1173426bf0bd0148e,,,repository_authored_or_generated_20260826
shared/main/repository_policy/check_repository_policy.py,shared,code_main_or_policy,stable_repository_file,5500,8e595662f4dc0dec25b8a560dfbbafb966fbe7a709bef0c82f4bf7f7e8ad5c27,,,repository_authored_or_generated_20260826
shared/reports/html/glp1_ai_design_knowledge_graph_20260819.html,shared,report_html,dated_artifact,1953627,63a180582f4f818b0bc09232174790a339668e0a2be772b68106195ed0e9310e,AI创制活性GLP-1知识图谱.html,63a180582f4f818b0bc09232174790a339668e0a2be772b68106195ed0e9310e,copied_preserving_bytes
shared/reports/html/glp1_ai_implementation_blueprint_20260818.html,shared,report_html,dated_artifact,250664,276848f13d0cd8e7ffb168283b3cb287d539ec2d496d98a45d3185adbef9b849,ai相关.html,276848f13d0cd8e7ffb168283b3cb287d539ec2d496d98a45d3185adbef9b849,copied_preserving_bytes
shared/reports/html/glp1_project_session_resource_overview_20260826.html,shared,report_html,dated_artifact,427636,84cd9596d500674def77098c46a43c0ec971e668598f93ce8c7274e6fdff3b40,,,generated_from_canonical_artifact
shared/reports/manifests/chart_map_20260826.md,shared,manifest,dated_artifact,1051,ac959c4e52dc09b431dea9d321aafee1367d9c92d6237dd3bc5d31e35385ca7e,,,repository_authored_or_generated_20260826
shared/reports/manifests/glp1_project_session_resource_overview_20260826.artifact.json,shared,manifest,dated_artifact,40707,cb4f4a7201a930aa56b121dd94d3cb0f9c681198e3155282eb921760661c175c,,,repository_authored_or_generated_20260826
shared/reports/manifests/glp1_project_session_resource_overview_20260826.delivery_receipt.json,shared,manifest,dated_artifact,561,efbc99878892caf02fd84520bc65b1f3fbc1771f37a610fa8fb73052aa7207ac,,,repository_authored_or_generated_20260826
shared/resources/manifests/all_resources_20260826.csv,shared,manifest,dated_artifact,7618,7c8bbf510efac25175d0f4eaa946892dd97f04d0b62ec0b010613cd2def3ea05,,,repository_authored_or_generated_20260826
shared/resources/manifests/local_workspace_layout_20260826.csv,shared,manifest,dated_artifact,7058,2a7bfb5b5977e8ff218a89fc849138a45a9d56c3e94979ff15cd7b077496964e,,,repository_authored_or_generated_20260826
shared/resources/manifests/project_status_20260826.csv,shared,manifest,dated_artifact,835,9e36317ead51fe2ce39bd492825b78b34864ef97275b9d8179cca327bc3a4876,,,repository_authored_or_generated_20260826
shared/resources/manifests/session_index_20260826.csv,shared,manifest,dated_artifact,2918,fd2fa01a129f2b7163f97fb96245da003e8875eb0b8f0dbe7b11247d04276946,,,repository_authored_or_generated_20260826
shared/sessions/project_session_overview_20260826.md,shared,documentation_or_configuration,dated_artifact,3730,1bdeac4c84ba8d47d0b0b64adb7700e687e5de847f7f0db73a9833364be0b7a3,,,repository_authored_or_generated_20260826
shared/tools/one_off/README.md,shared,documentation_or_configuration,dated_one_off,1113,5a3d12017f060222dc181cf61d817d347e11c7a249b36750e02977cb16a926a5,,,repository_authored_or_generated_20260826
shared/tools/one_off/整理本地工作区_20260826.py,shared,code_one_off,dated_one_off,21861,1d2c31dc6b68bc7960e40bfb744287d71801175440dd26494d6c8fddfa40ec3f,,,repository_authored_or_generated_20260826
shared/tools/one_off/构建仓库文件映射_20260826.py,shared,code_one_off,dated_one_off,16045,309f985c0e544aae36139580cfa745bcf6d3b8a529ce954f726de27716b19bf6,,,repository_authored_or_generated_20260826
shared/tools/one_off/构建本地资产树清单_20260826.py,shared,code_one_off,dated_one_off,17074,19c6aa84af42778015c39e800695f3302f9e95aea722cdb95242cd7b91815eca,,,repository_authored_or_generated_20260826
shared/tools/one_off/构建资源索引_20260826.py,shared,code_one_off,dated_one_off,19147,0665bcba187d62106d1a01a91932e132bb704eeb6e185e6e4a10b63505537e57,,,repository_authored_or_generated_20260826
shared/tools/one_off/构建项目总览报告_20260826.py,shared,code_one_off,dated_one_off,20994,c32025e7615949a3c0871bab65febf8b963d504df9d166ef0d0d261b5f4db6d6,,,repository_authored_or_generated_20260826
