arm	candidate_id	sample_index	framework_aligned_cdr_rmsd_angstrom	target_aligned_cdr_rmsd_angstrom	framework_gate_pass	design_to_target_iptm	design_ptm	iptm	ptm	design_npz_sha256	fold_npz_sha256
diverse	design_1	1	1.087909075	25.327434737	true	0.153360158	0.716691494	0.158442602	0.602464974	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	e69519d43df7812097666ed849102d01d17498831c968e102859f6caf3b88ebb
diverse	design_1	2	0.990895012	63.931826628	true	0.110794336	0.702032983	0.122734234	0.583345652	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	e69519d43df7812097666ed849102d01d17498831c968e102859f6caf3b88ebb
diverse	design_1	3	0.811367730	63.456619985	true	0.110496081	0.701347768	0.122545220	0.583004832	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	e69519d43df7812097666ed849102d01d17498831c968e102859f6caf3b88ebb
diverse	design_1	4	1.378913007	47.944194865	true	0.104518861	0.704596102	0.117190391	0.584711611	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	e69519d43df7812097666ed849102d01d17498831c968e102859f6caf3b88ebb
diverse	design_2	0	3.297405390	28.657410558	true	0.263584942	0.714544952	0.276125044	0.627441645	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	3ed726502de8fb4643abb3a3f94d9d295690c3737ac1a7527bceac732a423337
diverse	design_2	1	4.674352377	37.533763627	false	0.194611132	0.714774311	0.198045865	0.612113059	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	3ed726502de8fb4643abb3a3f94d9d295690c3737ac1a7527bceac732a423337
diverse	design_2	2	5.084354125	41.641687953	false	0.233597279	0.694899976	0.217070416	0.599966943	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	3ed726502de8fb4643abb3a3f94d9d295690c3737ac1a7527bceac732a423337
diverse	design_2	3	4.052007165	41.286428212	false	0.189437181	0.696450293	0.189325809	0.595541358	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	3ed726502de8fb4643abb3a3f94d9d295690c3737ac1a7527bceac732a423337
diverse	design_2	4	4.385339749	45.617499067	false	0.208073959	0.689194083	0.194267407	0.589124680	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	3ed726502de8fb4643abb3a3f94d9d295690c3737ac1a7527bceac732a423337
diverse	design_3	0	1.462701619	53.411140932	true	0.099429324	0.697959185	0.114302360	0.577947855	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	c6eeb82382d4c39cfa8f6f094db68ab7533a8f68f71a7f30891a22606d7cfa27
diverse	design_3	1	0.849078933	43.370914193	true	0.093328632	0.705241084	0.101141565	0.582749128	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	c6eeb82382d4c39cfa8f6f094db68ab7533a8f68f71a7f30891a22606d7cfa27
diverse	design_3	2	1.197623078	53.837327228	true	0.097131237	0.706589818	0.105344310	0.584300935	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	c6eeb82382d4c39cfa8f6f094db68ab7533a8f68f71a7f30891a22606d7cfa27
diverse	design_3	3	1.365956456	61.279229757	true	0.092524752	0.704252601	0.103618249	0.582327187	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	c6eeb82382d4c39cfa8f6f094db68ab7533a8f68f71a7f30891a22606d7cfa27
diverse	design_3	4	1.875640969	53.075777331	true	0.093370445	0.699173093	0.101976492	0.577447653	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	c6eeb82382d4c39cfa8f6f094db68ab7533a8f68f71a7f30891a22606d7cfa27
diverse	design_4	0	3.225875251	40.045026787	true	0.197445437	0.762390196	0.197445437	0.649383187	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	9ad99ece4b9984c96dfb0ea07c2ffbb48f53cfa1038bdff9cfb2841fada07509
diverse	design_4	1	0.918741739	49.761258227	true	0.113617972	0.734052896	0.119507812	0.609742939	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	9ad99ece4b9984c96dfb0ea07c2ffbb48f53cfa1038bdff9cfb2841fada07509
diverse	design_4	2	1.295023391	53.641941793	true	0.122714162	0.729462266	0.141293719	0.610709548	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	9ad99ece4b9984c96dfb0ea07c2ffbb48f53cfa1038bdff9cfb2841fada07509
diverse	design_4	3	1.018635625	34.460701944	true	0.131472349	0.726426840	0.150277644	0.611139894	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	9ad99ece4b9984c96dfb0ea07c2ffbb48f53cfa1038bdff9cfb2841fada07509
diverse	design_4	4	1.005003368	53.211496516	true	0.142323852	0.718507230	0.146161929	0.602827311	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	9ad99ece4b9984c96dfb0ea07c2ffbb48f53cfa1038bdff9cfb2841fada07509
fixed_ifold	design_0	0	6.653979900	34.672550977	false	0.221091703	0.680639267	0.228368819	0.583091199	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	306f9979559cbcefbfbe2f0a2668a4fd15f01b1efcbee215ebf2ed27ebe3d24f
fixed_ifold	design_0	1	6.077163132	36.106712564	false	0.222595870	0.673498690	0.226960689	0.578974366	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	306f9979559cbcefbfbe2f0a2668a4fd15f01b1efcbee215ebf2ed27ebe3d24f
fixed_ifold	design_0	2	2.027350120	29.899286486	true	0.276764423	0.678993046	0.258332878	0.586456716	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	306f9979559cbcefbfbe2f0a2668a4fd15f01b1efcbee215ebf2ed27ebe3d24f
fixed_ifold	design_0	3	5.659561080	34.985303200	false	0.216528982	0.677231073	0.220127448	0.578553915	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	306f9979559cbcefbfbe2f0a2668a4fd15f01b1efcbee215ebf2ed27ebe3d24f
fixed_ifold	design_0	4	5.025494138	33.324503577	false	0.225779817	0.688308001	0.226213858	0.592079699	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	306f9979559cbcefbfbe2f0a2668a4fd15f01b1efcbee215ebf2ed27ebe3d24f
fixed_ifold	design_1	0	6.050653430	33.382112298	false	0.270768285	0.684979141	0.257972121	0.590394795	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	b1c9637a92781a5bb3f6840fc5c00cd9e2e30f4233e310e9f2d0d954e747dadb
fixed_ifold	design_1	1	1.325016680	30.334706489	true	0.317313105	0.700423419	0.286159664	0.606155038	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	b1c9637a92781a5bb3f6840fc5c00cd9e2e30f4233e310e9f2d0d954e747dadb
fixed_ifold	design_1	2	5.643986900	43.471585616	false	0.207566366	0.704683542	0.223540038	0.604614198	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	b1c9637a92781a5bb3f6840fc5c00cd9e2e30f4233e310e9f2d0d954e747dadb
fixed_ifold	design_1	3	6.171535643	40.491087159	false	0.282757223	0.730431318	0.308319449	0.636502564	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	b1c9637a92781a5bb3f6840fc5c00cd9e2e30f4233e310e9f2d0d954e747dadb
fixed_ifold	design_1	4	2.915691088	31.340516993	true	0.318651229	0.694112539	0.300299674	0.610444963	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	b1c9637a92781a5bb3f6840fc5c00cd9e2e30f4233e310e9f2d0d954e747dadb
fixed_ifold	design_2	0	4.928423495	44.304807953	false	0.374310821	0.688949704	0.361215293	0.613119423	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	0daefe0bcf0a2d612027cc269f7cd2bf651c79a0352caf3f9815c40a5097b7b3
fixed_ifold	design_2	1	3.753123728	44.384531036	true	0.353008091	0.686952829	0.349245131	0.604527771	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	0daefe0bcf0a2d612027cc269f7cd2bf651c79a0352caf3f9815c40a5097b7b3
fixed_ifold	design_2	2	6.555232295	43.336284090	false	0.375620246	0.686804354	0.351757437	0.609508157	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	0daefe0bcf0a2d612027cc269f7cd2bf651c79a0352caf3f9815c40a5097b7b3
fixed_ifold	design_2	3	5.909282984	42.951387376	false	0.362170696	0.694507897	0.350188076	0.611245930	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	0daefe0bcf0a2d612027cc269f7cd2bf651c79a0352caf3f9815c40a5097b7b3
fixed_ifold	design_2	4	5.542795378	43.731294826	false	0.369190216	0.694790483	0.338067859	0.610463083	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	0daefe0bcf0a2d612027cc269f7cd2bf651c79a0352caf3f9815c40a5097b7b3
fixed_ifold	design_3	0	6.102484758	36.141054419	false	0.299360067	0.690612674	0.299360067	0.596953571	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	ad5499f75ce9acfcf086fe49720a9ee7772f5acde4c383582f59db3a3a00f95d
fixed_ifold	design_3	1	6.108541323	33.461960137	false	0.275322109	0.684991479	0.264418066	0.597265005	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	ad5499f75ce9acfcf086fe49720a9ee7772f5acde4c383582f59db3a3a00f95d
fixed_ifold	design_3	2	7.073493783	42.464087356	false	0.220837563	0.705851853	0.210187376	0.603857040	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	ad5499f75ce9acfcf086fe49720a9ee7772f5acde4c383582f59db3a3a00f95d
fixed_ifold	design_3	3	6.711285240	34.376603687	false	0.253405958	0.676907778	0.256259650	0.586146235	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	ad5499f75ce9acfcf086fe49720a9ee7772f5acde4c383582f59db3a3a00f95d
fixed_ifold	design_3	4	7.043788116	40.382169850	false	0.218327850	0.722954333	0.222648501	0.621505797	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	ad5499f75ce9acfcf086fe49720a9ee7772f5acde4c383582f59db3a3a00f95d
fixed_ifold	design_4	0	5.614907292	38.246629596	false	0.254943401	0.673144162	0.249104828	0.577312946	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	1f136f2de86faf6710022c575f3caa285fc345d638fc5aebfd5aa97de7364ac3
fixed_ifold	design_4	1	6.595761136	35.699064955	false	0.313312113	0.681263387	0.303198576	0.593347311	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	1f136f2de86faf6710022c575f3caa285fc345d638fc5aebfd5aa97de7364ac3
fixed_ifold	design_4	2	7.198668199	33.739437876	false	0.284008503	0.670029879	0.276708901	0.583249331	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	1f136f2de86faf6710022c575f3caa285fc345d638fc5aebfd5aa97de7364ac3
fixed_ifold	design_4	3	6.751487993	34.100841236	false	0.304467082	0.681842864	0.297385246	0.591400266	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	1f136f2de86faf6710022c575f3caa285fc345d638fc5aebfd5aa97de7364ac3
fixed_ifold	design_4	4	6.329640375	34.798801882	false	0.286486655	0.676251948	0.282211274	0.583646715	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	1f136f2de86faf6710022c575f3caa285fc345d638fc5aebfd5aa97de7364ac3
fixed_ifold	design_5	0	3.428415332	33.784673178	true	0.225275114	0.666582286	0.226942524	0.568151176	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	e275683f5c209f1320a631ed0c59a1f87c40b7cade9ad0b2fc63dacd6807dabd
fixed_ifold	design_5	1	1.493047072	31.974372325	true	0.287065536	0.678255141	0.257084131	0.582828701	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	e275683f5c209f1320a631ed0c59a1f87c40b7cade9ad0b2fc63dacd6807dabd
fixed_ifold	design_5	2	2.872363715	49.385082120	true	0.225343436	0.658660054	0.210966259	0.565266967	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	e275683f5c209f1320a631ed0c59a1f87c40b7cade9ad0b2fc63dacd6807dabd
fixed_ifold	design_5	3	5.662408185	35.167406392	false	0.267298043	0.669645905	0.260247499	0.576276720	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	e275683f5c209f1320a631ed0c59a1f87c40b7cade9ad0b2fc63dacd6807dabd
fixed_ifold	design_5	4	6.372874048	41.277182061	false	0.255107582	0.681414723	0.249721780	0.590447366	b986e134b1e08e932baf88a33cf196657bc7b121135b5bb516207c27922fe977	e275683f5c209f1320a631ed0c59a1f87c40b7cade9ad0b2fc63dacd6807dabd
